,UserID,ISBN,BookRating
979611,235745,0671021001,8
979630,235783,0446611867,8
979639,235805,0140298479,6
979706,235821,044023722X,8
979971,235842,0440211727,7
980681,235860,0380789019,10
980707,235876,0812550706,10
980715,235884,0345417623,8
980745,235888,0671003755,8
980773,235895,0345417623,4
980867,235929,068484477X,10
980878,235935,0060915544,10
980879,235935,0060976845,8
980900,235935,0142001740,10
980974,235935,0385335482,9
980978,235935,0385722206,9
981002,235935,0440220602,10
981118,235935,0743418174,10
981132,235935,0786868716,10
981159,235935,1400034779,8
981220,235952,0439139600,10
981268,236017,0375725784,9
981449,236058,0316284955,9
981451,236058,0316666343,9
981472,236058,0380789019,9
981473,236058,0380789035,8
981502,236058,0440219078,9
981510,236058,0446310786,9
981514,236058,0446610038,3
981566,236058,067976402X,9
981591,236058,0805063897,9
981687,236097,0345342968,7
981764,236148,0446672211,6
981775,236150,0440226430,10
981975,236172,0385504209,10
982038,236172,0440225701,10
982039,236172,0440234743,10
982040,236172,0440236673,9
982068,236172,0449212602,7
982149,236172,0671027360,10
982316,236179,0805063897,8
982317,236181,0312278586,4
982341,236213,0385486804,8
982473,236267,0440219078,6
982541,236269,0671021001,8
982569,236271,0440222656,6
982578,236280,043935806X,8
982980,236283,0385484518,10
983188,236283,0446605239,10
983190,236283,0446606812,10
983197,236283,0446608955,10
983640,236283,0786868716,10
983919,236296,0971880107,5
983944,236322,0142000205,8
983967,236322,0385722206,9
983981,236322,067976402X,8
984026,236340,0312924585,8
984162,236340,0440211727,10
984165,236340,0440213525,8
984166,236340,0440220602,8
984168,236340,044022165X,9
984180,236340,0446310786,9
984182,236340,0446364193,8
984199,236340,0446610038,8
984263,236340,0553279912,8
984438,236355,0316569321,1
984460,236380,0440222656,9
984464,236391,1400034779,9
984472,236399,0312195516,10
984475,236399,0345313860,8
984505,236399,0786868716,10
984515,236401,0446608955,8
984519,236408,0060976845,7
984537,236426,0446610038,6
984557,236444,0060928336,7
984560,236444,0743418174,9
984583,236480,0312291639,8
984641,236544,0671003755,7
984786,236606,0446610038,9
984790,236617,0446606812,7
984797,236618,0671027360,5
984802,236618,0767902521,10
984805,236618,1400034779,10
984810,236621,0062502182,9
984864,236625,0842329129,5
985039,236664,0440220602,6
985066,236696,0062502182,8
985215,236731,0345353145,6
985235,236754,0380789035,8
985253,236757,0060915544,8
985261,236757,0060928336,8
985262,236757,0060930535,8
985263,236757,0060934417,9
985271,236757,0061009059,5
985314,236757,0312195516,9
985348,236757,0345313860,9
985408,236757,0385265700,3
985462,236757,0440212561,8
985464,236757,0440222656,10
985503,236757,0449005615,9
985536,236757,0452282152,9
985620,236757,067976402X,9
985757,236782,0446610038,9
985839,236842,0440219078,5
985889,236860,0060392452,10
985945,236886,0062502182,7
985970,236918,0971880107,8
986020,236943,0060938455,9
986022,236943,0142001740,7
986023,236943,0156027321,9
986428,236955,0971880107,3
986886,237064,0316601950,7
986912,237064,0971880107,8
986966,237089,0446610038,8
986970,237091,0375706771,7
987213,237263,0316666343,8
987226,237264,0316601950,9
987230,237264,0380789035,10
987234,237264,0439136369,9
987235,237264,0439139600,10
987237,237264,044023722X,4
987244,237264,0671027360,10
987261,237264,0971880107,2
987296,237271,0385265700,8
987301,237271,0385504209,8
987320,237271,0440211727,8
987321,237271,0440214041,8
987323,237271,0440241073,7
987373,237271,0971880107,5
987384,237275,0385504209,10
987402,237283,0971880107,7
987443,237308,0345361792,9
987515,237350,0312195516,7
987522,237363,0452282829,7
987526,237372,044023722X,7
987531,237376,0399501487,5
987533,237381,0140298479,4
987551,237397,0061009059,7
987570,237399,0971880107,4
987593,237411,0060934417,8
987603,237411,0440226430,8
987617,237411,1573229326,7
987619,237412,059035342X,8
987647,237429,0440221471,9
987658,237432,0671001795,7
987659,237433,0060930535,9
987671,237433,0375700757,5
987731,237434,0804106304,7
987761,237451,0385504209,7
987796,237474,0140293248,7
987805,237474,0316666343,8
987811,237474,0375707972,9
987860,237474,0804106304,10
987905,237482,0312195516,9
987917,237486,0316284955,8
987922,237486,0385720106,7
987923,237486,0446672211,5
987943,237496,0312278586,9
987991,237534,0312924585,10
987992,237534,0316769487,9
987998,237534,0345313860,10
988001,237534,0345337662,10
988007,237534,0345370775,9
988014,237534,0440206154,10
988031,237534,0671027360,6
988054,237535,0345361792,10
988072,237539,0375726403,7
988118,237559,0345361792,7
988133,237575,0345443284,10
988134,237575,1573229326,7
988245,237646,0385722206,9
988287,237655,0380731851,8
988290,237660,006101351X,5
988293,237660,0684872153,7
988392,237747,0440224675,8
988399,237748,0060938455,6
988414,237748,0312195516,8
988416,237748,0312305060,7
988436,237748,0385504209,7
988484,237748,0684801523,5
988558,237799,0385265700,3
988563,237805,0380731851,9
988564,237805,0385504209,10
988570,237808,0316666343,9
988583,237836,0060502258,9
988603,237856,0316666343,9
988674,237868,0345361792,7
988856,237941,0385504209,9
988880,237960,0440222656,9
988930,237990,0316601950,8
988944,237990,0446608955,9
988946,237990,0446611867,10
988977,237990,0684872153,8
989052,238010,006101351X,5
989059,238010,044023722X,10
989080,238014,0142001740,8
989153,238065,0345370775,10
989162,238065,0375706771,9
989163,238065,0375707972,8
989178,238065,0440222656,8
989180,238065,0440226430,8
989222,238065,059035342X,10
989249,238065,068484477X,8
989254,238065,0804106304,8
989273,238077,0446610038,5
989281,238079,1400034779,5
989286,238087,0312278586,9
989512,238120,0312291639,6
989554,238120,0316666343,7
989781,238120,0385722206,6
989886,238120,0440211727,9
990183,238120,0671003755,8
990641,238125,059035342X,9
990645,238131,0156027321,10
990646,238131,0316666343,8
990651,238131,0553279912,8
990665,238146,0446606812,5
990808,238179,0671021001,3
990831,238181,0316096199,9
991025,238231,0440220602,7
991026,238231,0440221471,9
991071,238238,044022165X,8
991094,238246,0385503822,8
991132,238292,0345337662,9
991134,238292,0671021001,3
991188,238319,0743418174,10
991197,238321,0671003755,10
991227,238347,0060502258,7
991228,238347,0142000205,6
991246,238350,0440221471,7
991247,238350,0440222656,9
991286,238381,0316666343,9
991292,238387,0440219078,10
991294,238390,0446310786,6
991296,238396,0140067477,7
991366,238456,0345361792,9
991713,238526,0446605239,3
991882,238528,0684801523,9
991912,238540,0439064872,8
991913,238540,0439139600,9
991988,238541,0345337662,8
992084,238541,0553572997,7
992116,238541,067976402X,7
992637,238557,0449212602,8
992872,238568,0385722206,9
992876,238568,068484477X,8
992902,238607,0064407667,6
992912,238607,0385722206,8
992936,238610,0385504209,6
992954,238613,0142001740,9
992962,238613,0345313860,9
993005,238613,0446605239,8
993010,238613,0452282152,9
993072,238623,0440206154,8
993118,238630,0060938455,10
993136,238630,0679746048,2
993178,238639,0345361792,8
993198,238639,0971880107,5
993215,238644,044651652X,10
993273,238688,006101351X,8
993297,238699,0316569321,9
993467,238699,0446605239,8
993471,238699,0446672211,9
993616,238731,0671003755,10
993625,238733,0316666343,9
993645,238739,0345370775,8
993657,238740,0156027321,9
993679,238757,0515131229,10
993692,238768,0451524934,8
993706,238779,0060502258,6
993714,238779,0312291639,7
993741,238779,1400034779,6
993885,238781,0345443284,10
994614,238781,044651652X,10
995458,238819,0316666343,6
995496,238836,0440236673,8
995500,238841,0440220602,7
995531,238849,0385720106,8
995691,238864,0312278586,8
995693,238864,0316096199,8
996002,238889,014028009X,1
996017,238889,0439064872,10
996018,238889,0439136369,10
996019,238889,0439139600,10
996025,238889,0440213525,8
996026,238889,0440221471,8
996027,238889,044022165X,8
996028,238889,0440224764,7
996029,238889,0440225701,8
996040,238889,0553572997,5
996042,238889,059035342X,10
996061,238889,0812550706,10
996096,238898,0375707972,6
996097,238898,068484477X,9
996128,238922,0345313860,10
996469,238961,0842329129,10
996517,238962,0449005615,8
996528,238968,0312983271,8
996626,239028,0375727345,5
996640,239041,044022165X,7
996642,239054,0060938455,8
996712,239067,0671510053,2
996720,239070,0312983271,6
996730,239070,0671027360,9
996737,239074,0060928336,8
996742,239074,0385720106,7
996799,239106,0971880107,5
996808,239108,0385504209,6
997042,239279,0060938455,8
997046,239279,1573229326,3
997162,239407,0684874350,9
997176,239413,0312195516,7
997237,239423,0439064864,9
997238,239423,0439136350,9
997279,239423,0590353403,10
997319,239426,0399501487,6
997438,239460,0142001740,7
997515,239468,0671510053,6
997547,239481,0345337662,8
997548,239481,0385484518,8
997570,239486,0316769487,9
997664,239502,0316769487,8
997687,239535,0060987103,10
997699,239535,0345370775,6
997705,239535,0375725784,5
997715,239535,0385720106,6
997722,239535,0440212561,10
997743,239535,0684872153,5
997811,239554,0316601950,5
997828,239554,0743418174,6
997836,239557,0316096199,8
997866,239569,0671027360,8
997871,239574,0345443284,7
997872,239574,0452282829,7
997874,239575,0316666343,9
997897,239584,0061009059,5
997899,239584,0062502182,10
997938,239584,0316666343,10
997942,239584,0316776963,9
997946,239584,0345361792,10
998020,239584,0440212561,10
998029,239584,0449005615,10
998151,239593,0385504209,6
998155,239594,0060930535,8
998230,239594,0345361792,8
998273,239594,0446310786,8
998285,239594,0449212602,9
998348,239594,0804106304,7
998458,239609,043935806X,10
998480,239619,0064407667,7
998573,239626,059035342X,9
998675,239655,0060934417,6
998682,239661,0971880107,2
998689,239667,0060987103,10
998693,239670,0060987103,4
998699,239670,0804114986,7
998755,239692,0385504209,10
998759,239692,0553279912,10
998789,239716,0452282829,7
998796,239718,0743418174,5
998841,239740,0060928336,5
998846,239743,0140293248,9
999038,239801,0060392452,1
999049,239801,0767902521,9
999054,239808,0440220602,6
999119,239847,0971880107,7
999174,239914,0385503822,10
999233,240008,0767902521,8
999277,240035,0312278586,7
999279,240035,0312924585,8
999341,240035,0440211727,5
999342,240035,0440214041,5
999413,240035,0812550706,8
999429,240043,0452282152,8
999434,240049,0385722206,7
999444,240051,0060987103,8
999569,240054,0971880107,1
999617,240098,044023722X,7
999697,240107,0345339703,9
999746,240113,059035342X,8
999747,240113,0671001795,8
999760,240118,0316666343,7
999763,240121,0439139597,7
999779,240131,0316096199,8
999794,240131,0440236673,8
999800,240131,0446672211,9
1000163,240144,0439136350,10
1000164,240144,0439139597,10
1000166,240144,043935806X,10
1000396,240144,0590353403,10
1000397,240144,059035342X,10
1000415,240144,0671027360,8
1000801,240207,0446610038,10
1000812,240213,0440214041,7
1000820,240219,0060976845,10
1000827,240219,0142001740,9
1000836,240219,0316601950,10
1000925,240224,0380731851,7
1000941,240224,0971880107,5
1000965,240225,0440212561,10
1001002,240226,0312195516,10
1001019,240236,0679429220,9
1001031,240252,067976402X,8
1001032,240254,0440241073,8
1001115,240267,0060934417,10
1001126,240267,0316666343,10
1001186,240272,0312195516,10
1001198,240275,044023722X,5
1001199,240275,0743237188,9
1001207,240280,043935806X,8
1001264,240318,0312924585,9
1001273,240318,0440206154,9
1001317,240333,014028009X,9
1001319,240333,0156027321,9
1001323,240333,0345353145,6
1001353,240348,0385335482,8
1001388,240370,0060392452,8
1001389,240370,0060938455,9
1001399,240370,0316776963,4
1001400,240370,0345342968,6
1001405,240370,0385504209,9
1001439,240370,0805063897,10
1001480,240394,0156027321,3
1001482,240394,0385486804,5
1001484,240394,044021145X,8
1001497,240401,0060938455,10
1001552,240401,0590353403,10
1001570,240401,0684874350,5
1001691,240403,0064407667,7
1001751,240403,043935806X,10
1001913,240432,0440220602,8
1001964,240461,0439136350,5
1001970,240469,0684801523,8
1002033,240484,0515131229,5
1002039,240486,0345370775,7
1002077,240528,0439064864,10
1002078,240528,0439139600,10
1002079,240528,043935806X,10
1002082,240528,0590353403,10
1002140,240541,0971880107,3
1002309,240567,0060959037,8
1002319,240567,0142000205,8
1002321,240567,0142001740,10
1002328,240567,0312195516,8
1002337,240567,0316569321,8
1002339,240567,0316769487,9
1002342,240567,0345370775,7
1002348,240567,0375727345,8
1002362,240567,0385504209,10
1002366,240567,0399501487,8
1002390,240567,044021145X,5
1002391,240567,0440213525,8
1002392,240567,0440214041,5
1002394,240567,0440220602,5
1002395,240567,044022165X,6
1002396,240567,0440222656,9
1002398,240567,0440234743,5
1002400,240567,0440236673,6
1002401,240567,044023722X,8
1002402,240567,0440241073,5
1002404,240567,0446310786,8
1002405,240567,0446364193,6
1002414,240567,0446672211,9
1002426,240567,0451524934,8
1002434,240567,0452282152,4
1002435,240567,0452282829,8
1002449,240567,0553572997,7
1002452,240567,0671001795,9
1002454,240567,0671021001,7
1002455,240567,0671027360,7
1002461,240567,0684801523,5
1002464,240567,068484477X,7
1002481,240567,0804106304,8
1002597,240568,0446672211,10
1002727,240569,0446605239,10
1002728,240570,043935806X,10
1002740,240580,0316776963,9
1002760,240602,0440211727,9
1002810,240643,0060959037,8
1002820,240643,0316769487,8
1002830,240643,0446310786,9
1002836,240643,0446612545,8
1002865,240660,0345417623,7
1002900,240677,0060930535,9
1002985,240700,0439064864,8
1002987,240700,0439136350,8
1002988,240700,0439139597,10
1002996,240700,0446608955,9
1003000,240700,0590353403,8
1003021,240704,0380789035,10
1003048,240710,0449005615,10
1003103,240743,0345342968,8
1003180,240756,0440221471,5
1003281,240789,0380789035,7
1003310,240795,0804106304,10
1003516,240883,1400034779,7
1003619,240906,044021145X,8
1003621,240906,0440214041,7
1003652,240917,0440213525,9
1003654,240917,0440221471,10
1003672,240932,0684874350,7
1003682,240946,0385504209,10
1003685,240951,0440234743,10
1003813,241033,0440224764,7
1003909,241042,0679429220,7
1003925,241048,0060959037,6
1003931,241048,0805063897,5
1003962,241080,0440220602,9
1003964,241080,0446364193,9
1003967,241080,0515131229,9
1004577,241204,0312291639,5
1004697,241214,0439139600,9
1004701,241214,044651652X,8
1004798,241265,0380731851,8
1004801,241265,0385504209,8
1004806,241265,0971880107,7
1004897,241291,0971880107,1
1004965,241306,0345313860,9
1004967,241306,0345337662,9
1005127,241344,0380789035,10
1005147,241357,0061009059,7
1005151,241357,0316601950,8
1005155,241357,0385335482,6
1005156,241357,0385484518,10
1005158,241357,0440224764,7
1005163,241357,0671001795,7
1005176,241367,0060976845,8
1005183,241367,0312195516,10
1005186,241367,0385335482,7
1005228,241401,0440211727,5
1005230,241401,0440225701,9
1005231,241401,0440236673,8
1005266,241430,0971880107,1
1005271,241432,0385504209,9
1005288,241432,0971880107,6
1005402,241492,044023722X,8
1005404,241495,0140067477,10
1005407,241495,0380789019,8
1005408,241495,0385484518,7
1005426,241513,044023722X,7
1005482,241527,0380789019,6
1005800,241548,0679429220,9
1005806,241548,0684874350,8
1005942,241555,0316666343,8
1006011,241567,0385484518,9
1006027,241582,0446605239,10
1006301,241648,0553572997,5
1006347,241666,0312924585,9
1006362,241666,0345337662,6
1006364,241666,0345370775,10
1006458,241666,0440225701,8
1006459,241666,0440234743,8
1006645,241732,0345313860,4
1006715,241752,0140293248,9
1006748,241791,0345342968,10
1006806,241799,0786868716,9
1006816,241802,0446608955,9
1006867,241815,0060930535,6
1006876,241839,0060502258,5
1006879,241845,0446605239,4
1006935,241885,0345370775,9
1006985,241901,0385265700,6
1007004,241920,1573229326,6
1007020,241944,0312278586,4
1007021,241944,0316666343,6
1007049,241952,0440221471,7
1007083,241980,0312966970,10
1007088,241980,0312983271,9
1007140,241980,0440234743,9
1007232,241980,0671001795,10
1007358,241980,0842329129,10
1007387,241987,0767902521,9
1007389,241988,0767902521,10
1007429,241997,014028009X,8
1008038,242006,059035342X,10
1008250,242007,0439064864,8
1008251,242007,0439136369,10
1008252,242007,0439139600,10
1008255,242007,0446310786,9
1008273,242011,0316601950,8
1008334,242037,044022165X,8
1008349,242040,0440219078,9
1008381,242069,0452282152,8
1008418,242073,0375706771,10
1008456,242073,044651652X,10
1008556,242077,0385484518,8
1008608,242083,0316776963,7
1008611,242083,0345313860,5
1008613,242083,0345337662,7
1008637,242083,0380789019,7
1008644,242083,0385504209,8
1008648,242083,0439064872,9
1008649,242083,0439136369,8
1008650,242083,0439139600,9
1008651,242083,043935806X,7
1008653,242083,044021145X,8
1008654,242083,0440211727,10
1008656,242083,0440214041,9
1008657,242083,0440220602,7
1008658,242083,0440221471,9
1008659,242083,044022165X,7
1008660,242083,0440224764,5
1008661,242083,0440236673,5
1008694,242083,0451524934,7
1008727,242083,059035342X,10
1008744,242083,0679429220,8
1008755,242083,067976402X,4
1008757,242083,0684801523,7
1008838,242091,0345370775,7
1008852,242098,0060930535,7
1008854,242098,0385265700,10
1008855,242098,0684874350,10
1008882,242106,014028009X,9
1008924,242106,0345313860,10
1009039,242106,0385722206,7
1009079,242106,0439136350,10
1009080,242106,0439139597,10
1009082,242106,043935806X,10
1009088,242106,0440212561,10
1009219,242106,059035342X,10
1009376,242113,0440222656,7
1009401,242118,0440224675,8
1009463,242143,0312278586,4
1009480,242143,0385265700,8
1009491,242143,0440224764,5
1009492,242143,0440226430,8
1009498,242143,0446610038,9
1009574,242178,0385720106,4
1009641,242216,0060928336,9
1009642,242216,0060976845,8
1009661,242232,044023722X,7
1009670,242233,0971880107,3
1009693,242247,0375727345,10
1009715,242247,044651652X,8
1009850,242268,0385720106,7
1009920,242299,0060928336,8
1009927,242299,0061009059,8
1009944,242299,0140293248,8
1009947,242299,0142001740,6
1009955,242299,0312195516,10
1010050,242299,0440236673,7
1010051,242299,044023722X,9
1010219,242299,0743237188,10
1010221,242299,0743418174,9
1010316,242309,0316569321,6
1010317,242309,0316666343,9
1010318,242309,0316769487,9
1010411,242349,0971880107,1
1010421,242361,0060502258,9
1010495,242361,0446672211,9
1010610,242364,0312305060,8
1010623,242381,0060934417,7
1010643,242397,0345337662,9
1010767,242409,043935806X,10
1011085,242458,0385504209,9
1011250,242477,0440224764,9
1011294,242493,1573229326,7
1011299,242498,0316666343,8
1011400,242519,0446608955,7
1011403,242525,0439139600,9
1011404,242526,0804114986,7
1011438,242528,0142001740,9
1011444,242528,0375727345,7
1011456,242528,0671027360,9
1011460,242528,0786868716,6
1011465,242536,0446606812,8
1011492,242546,0767902521,5
1011497,242548,0786868716,7
1011553,242618,044023722X,5
1011575,242637,0156027321,7
1011576,242637,0385504209,6
1011592,242639,0345342968,8
1011617,242639,0451524934,8
1011638,242639,0971880107,8
1011724,242643,0671510053,6
1011790,242646,0385504209,10
1011809,242646,0440222656,10
1012019,242715,0440212561,7
1012029,242730,0971880107,4
1012077,242763,1400034779,7
1012097,242781,0515131229,9
1013941,242843,0142000205,6
1013949,242843,0375727345,8
1013952,242843,0446672211,6
1014007,242878,0060976845,9
1014064,242884,0684872153,9
1014072,242891,0440220602,5
1014073,242891,044022165X,3
1014086,242898,0316666343,9
1014141,242959,044022165X,8
1014234,242964,0312195516,10
1014253,242989,0449005615,4
1014359,243008,0440220602,6
1014389,243050,0316666343,7
1014397,243058,0380789019,9
1014398,243058,0380789035,8
1014401,243058,043935806X,7
1014402,243058,0440226430,5
1014427,243065,0156027321,9
1014428,243065,0312195516,9
1014429,243065,0312291639,3
1014431,243065,0316666343,10
1014440,243065,0385504209,10
1014443,243065,0452282829,8
1014446,243065,0743418174,8
1014501,243075,0971880107,8
1014515,243077,0061009059,8
1014881,243077,0671001795,7
1015199,243088,0345342968,9
1015214,243094,0345337662,9
1015216,243100,0446610038,8
1015228,243120,0671021001,9
1015256,243142,0060976845,7
1015288,243154,0312195516,9
1015289,243154,0316666343,9
1015520,243236,0060928336,8
1015599,243236,0804114986,9
1015655,243290,044022165X,8
1015668,243294,0060976845,8
1015672,243294,0142001740,10
1015676,243294,0345339703,10
1015682,243294,0385484518,10
1015690,243294,044021145X,7
1015691,243294,0440211727,9
1015692,243294,0440213525,10
1015695,243294,044023722X,9
1015778,243312,0345370775,5
1015785,243312,0399501487,3
1015834,243328,0062502182,8
1015852,243328,0316096199,10
1015865,243328,0385492081,9
1015919,243332,0380789035,9
1015920,243332,0671027360,6
1015939,243341,0316666343,9
1015956,243360,0060938455,9
1015972,243360,0345313860,7
1016001,243360,0440222656,7
1016100,243387,0060976845,9
1016110,243398,0440212561,8
1016165,243471,0440236673,8
1016170,243488,0440225701,5
1016175,243490,0060930535,9
1016199,243491,0316666343,9
1016201,243491,0385504209,10
1016211,243491,0971880107,1
1016216,243492,0449005615,7
1016219,243493,0060959037,8
1016245,243518,0440241073,6
1016253,243526,0312195516,9
1016254,243527,0439139600,10
1016380,243585,0452282829,9
1016427,243607,0060928336,10
1016428,243607,0060976845,10
1016429,243607,0140298479,10
1016431,243607,0743418174,9
1016482,243663,0385504209,9
1016525,243700,0345337662,7
1016726,243722,0452282829,8
1016739,243745,0316666343,8
1016924,243759,0312305060,5
1016954,243759,0446672211,10
1017150,243840,0743418174,9
1017199,243875,0452282152,9
1017207,243876,0971880107,1
1017329,243879,0375725784,8
1017330,243879,0375726403,8
1017337,243879,0385504209,10
1017355,243879,0671510053,10
1017359,243879,0679746048,10
1017408,243891,0142001740,10
1017416,243891,0345417623,5
1017419,243891,0375726403,5
1017466,243896,0805063897,8
1017500,243918,0375706771,7
1017510,243929,0060959037,7
1017523,243929,0142001740,6
1017582,243929,0679429220,6
1017588,243929,0684872153,7
1017595,243929,0804114986,6
1017621,243930,0061009059,8
1017639,243930,0142001740,9
1017653,243930,0316569321,7
1017662,243930,0345313860,8
1017665,243930,0345337662,8
1017701,243930,0440234743,9
1017702,243930,0440241073,7
1017728,243930,0671510053,4
1017735,243930,067976402X,6
1017780,243942,0060915544,7
1017816,243942,044021145X,8
1017830,243942,0671510053,7
1017998,243967,0439064872,10
1018015,243984,0312983271,6
1018018,243984,0375726403,8
1018021,243984,0440222656,9
1018060,243996,0684872153,9
1018061,243996,0804114986,9
1018118,244039,0385486804,8
1018163,244070,0060915544,7
1018208,244074,0060928336,6
1018216,244092,0440222656,9
1018217,244092,0446364193,8
1018233,244106,0812550706,8
1018360,244148,0679429220,8
1018452,244171,0385504209,9
1018479,244171,0451524934,9
1018505,244171,0671027360,9
1018602,244189,0385504209,10
1018643,244204,0142001740,7
1018644,244204,0385504209,10
1018646,244204,0805063897,6
1018655,244224,0440220602,8
1018656,244230,0385486804,10
1018679,244275,0316601950,5
1018721,244277,0142001740,9
1018727,244277,0312305060,7
1018731,244277,0316666343,7
1018732,244277,0316776963,6
1018848,244277,1558743669,5
1018873,244286,0060938455,8
1018879,244286,0156027321,9
1018885,244286,0316769487,7
1018930,244292,0842329129,10
1018933,244293,0804106304,8
1018987,244318,0804114986,9
1019410,244359,0060934417,6
1019413,244359,0156027321,7
1019414,244359,0316769487,7
1019417,244359,0380731851,8
1019418,244359,0440221471,5
1019421,244359,0743237188,10
1019482,244378,0440206154,10
1019493,244389,0312195516,7
1019524,244414,0316601950,8
1019546,244420,0060987103,5
1019563,244420,0316601950,10
1019588,244420,0385265700,5
1019604,244420,0439064872,10
1019608,244420,0440220602,8
1019619,244420,0446672211,5
1019620,244420,0449005615,10
1019626,244420,0452282152,8
1019660,244420,0804114986,10
1019661,244420,0805063897,10
1019718,244453,067976402X,10
1019727,244456,0060928336,9
1019730,244456,0140293248,8
1019772,244480,0439064872,9
1019800,244484,0971880107,3
1019803,244485,0345337662,7
1019805,244485,0385486804,8
1019851,244494,0060928336,9
1019852,244494,0060976845,10
1019855,244494,0316601950,8
1019866,244517,0060928336,6
1019867,244517,0312278586,7
1019869,244517,0316769487,8
1019879,244526,006101351X,5
1019932,244580,0312291639,8
1019962,244593,0316666343,9
1020005,244593,0743418174,8
1020024,244599,0671021001,8
1020083,244622,0140293248,9
1020085,244622,0452282152,8
1020086,244627,0060502258,10
1020115,244627,0380731851,10
1020142,244627,0440222656,10
1020145,244627,0440226430,10
1020146,244627,0440234743,10
1020150,244627,044023722X,10
1020255,244641,0440241073,9
1020283,244657,0385503822,4
1020284,244657,043935806X,8
1020286,244657,0440225701,7
1020287,244657,0446605239,6
1020292,244657,0671027360,7
1020305,244662,0142001740,10
1020457,244676,0375707972,4
1020510,244685,0440211727,10
1020514,244685,0440224764,10
1020517,244685,0440236673,10
1020518,244685,0440241073,10
1020547,244685,0515131229,9
1020929,244708,014028009X,10
1020938,244708,0440224675,8
1020939,244708,0440236673,9
1020980,244710,0316666343,9
1020987,244710,044023722X,7
1021001,244710,0679746048,5
1021004,244714,0060938455,10
1021050,244736,0156027321,8
1021062,244736,0316096199,9
1021066,244736,0316666343,8
1021147,244736,0449212602,7
1021284,244742,0446608955,8
1021285,244742,0446672211,7
1021302,244744,0062502182,10
1021327,244761,0440234743,6
1021346,244768,0316666343,9
1021368,244781,0440224764,10
1021441,244814,0446605239,6
1021455,244817,0804106304,10
1021459,244823,0062502182,10
1021475,244854,0440241073,6
1021502,244873,0380731851,8
1021515,244873,059035342X,9
1021529,244874,044021145X,9
1021530,244874,0440211727,8
1021532,244874,0440214041,8
1021535,244874,0671021001,5
1021540,244878,044022165X,8
1021574,244886,0971880107,5
1021585,244891,0375727345,4
1021607,244904,0316666343,8
1021619,244915,0440211727,9
1021648,244923,0971880107,1
1021707,244964,0156027321,9
1021708,244964,0316666343,10
1022050,244998,0345417623,6
1022081,245009,0684801523,8
1022082,245016,0439064872,8
1022087,245026,0312305060,8
1022105,245035,0440241073,7
1022111,245042,0440219078,10
1022114,245048,0385265700,10
1022125,245062,0812550706,7
1022157,245088,044021145X,5
1022221,245102,0671027360,10
1022222,245102,0743418174,5
1022278,245135,0440213525,7
1022295,245150,0345337662,7
1022401,245179,0312305060,8
1022472,245203,0060959037,8
1022474,245203,0375707972,8
1022475,245203,0446672211,8
1022476,245203,0452282152,5
1022506,245224,0345370775,6
1022579,245259,0553279912,9
1022602,245281,0140067477,3
1022662,245295,0062502182,9
1022686,245295,0312924585,10
1022688,245295,0316769487,10
1022691,245295,0345313860,10
1022695,245295,0345361792,5
1022708,245295,0380789019,10
1022727,245295,0451524934,10
1022737,245295,0671021001,9
1022782,245311,0316601950,8
1022788,245311,0515131229,6
1022924,245312,0971880107,3
1022937,245322,0439064872,6
1022938,245322,0452282152,8
1022947,245328,0375727345,9
1022952,245328,0684872153,10
1022954,245328,0743418174,8
1022971,245346,0439136350,10
1022973,245346,0440222656,3
1022977,245346,0679746048,6
1023006,245362,0312278586,6
1023014,245362,0743237188,5
1023032,245371,0060915544,9
1023086,245371,0312924585,8
1023119,245371,0385722206,9
1023137,245371,044021145X,8
1023138,245371,0440211727,8
1023143,245371,0446310786,10
1023244,245371,0804106304,9
1023356,245393,0312195516,10
1023363,245408,0316601950,5
1023366,245410,0060392452,8
1023371,245410,0061009059,7
1023399,245410,0312966970,7
1023409,245410,0345313860,8
1023414,245410,0345337662,7
1023419,245410,0345370775,7
1023539,245410,0671001795,7
1023543,245410,0671027360,7
1023669,245446,0316284955,8
1023671,245446,0375707972,7
1023683,245446,0804106304,7
1023772,245504,0971880107,7
1023796,245534,0312278586,5
1023799,245534,0316096199,9
1023808,245534,0446364193,7
1023872,245568,0316666343,9
1023924,245572,059035342X,7
1023940,245592,0345417623,8
1023954,245604,0440224675,8
1023955,245604,0515131229,4
1023980,245616,0440221471,8
1023981,245616,044022165X,5
1023982,245616,0440234743,10
1023983,245616,0440241073,9
1024030,245645,0312291639,7
1024069,245645,0385484518,8
1024182,245645,0684872153,10
1024205,245645,0842329129,7
1024243,245649,0064407667,9
1024246,245649,0312195516,9
1024247,245649,0312305060,9
1024310,245649,059035342X,9
1024401,245655,0375725784,9
1024405,245655,0439064872,7
1024415,245660,0312291639,8
1024431,245666,0439064864,10
1024432,245666,0439136350,10
1024433,245666,0439139597,10
1024434,245666,0590353403,10
1024446,245691,0060930535,5
1024626,245790,059035342X,10
1025047,245827,0439139597,5
1025091,245827,0440221471,5
1025096,245827,0440224675,5
1026000,245829,0971880107,4
1026247,245851,014028009X,9
1026422,245910,0439136350,6
1026464,245929,0385722206,8
1026491,245948,0345417623,8
1029112,246000,0345342968,8
1029209,246000,0812550706,9
1029226,246013,0060502258,9
1029252,246036,0060392452,2
1029305,246069,0375706771,9
1029321,246088,0060930535,8
1029627,246175,0743418174,9
1029652,246201,0684874350,8
